,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
48,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We believe that the success of our company depends on the combined talents and perfor- mance of dedicated employees.,4,0.0009,1198,"It also drives the adoption of common standards and procedures, best practices and new technologies, with the aim of greater efficiency and effectiveness. We believe that the success of our company depends on the combined talents and perfor- mance of dedicated employees. Sandoz offers patients and healthcare professionals' high quality, affordable generics and biosimilars."
49,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"This, in turn, reduces the environmental impact as well as the strain on the energy supply chain and on costs.",5,0.0008,555,"Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Capital goods 	Evaluation status 	Metric tonnes CO2e 	Emissions calculation methodology. This, in turn, reduces the environmental impact as well as the strain on the energy supply chain and on costs. Percentage of emissions calculated using data obtained from suppliers or value chain partners 	Explanation 	Upstream transportation and distribution."
50,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We are committed to continuously monitoring key performance indicators (eg, the five­ year goals on page 81), and our aim is to cover at least 95% of each key performance indicator.",1,0.8626,550,"Taxonomy, project or methodology used to classify product(s) as low-carbon or to calculate avoided emissions 	% revenue from low carbon product(s) in the reporting year 	Comment 	C5. We are committed to continuously monitoring key performance indicators (eg, the five­ year goals on page 81), and our aim is to cover at least 95% of each key performance indicator. of Scope 1 and Scope 2 emissions that are within your selected reporting boundary which are not included in your disclosure?"
51,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We build concrete actions relating to these topics into operational activities, and measure performance through defined indicators.",2,0.0406,34,"The ECN is responsible for overseeing the daily implementation of board policies which includes climate related issues and making sure that the board is establishing and maintaining good governance practices. We build concrete actions relating to these topics into operational activities, and measure performance through defined indicators. The HSE Governance Board also includes the Global Head of Corporate Responsibility for Novartis, the Head of Real Estate and Facilities Services, the Global Head of HSE, and the Global Environment Head."
52,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"At Roche performance is not only measured by results achieved, but also how these results were achieved.",3,0.0196,1578,"English Please confirm how your response should be handled by CDP Public or Non-Public Submission I am submitting to Are you ready to submit the additional Supply Chain Questions?. At Roche performance is not only measured by results achieved, but also how these results were achieved. W0.4 	(W0.4) Select the currency used for all financial information disclosed throughout your response."
53,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We planned and performed our procedures in accordance with the International Standard on Assurance Engagements (ISAE 3000) (revised) ‘Assurance engagements other than audits or reviews of historical financial information’, and, in respect of greenhouse gas emissions, with the International Standard on Assurance .",4,0.0095,941,"Today, 90 million patients in 130 countries receive treatment with antibiotics provided by Sandoz for a wide range of infections. We planned and performed our procedures in accordance with the International Standard on Assurance Engagements (ISAE 3000) (revised) ‘Assurance engagements other than audits or reviews of historical financial information’, and, in respect of greenhouse gas emissions, with the International Standard on Assurance . Sandoz is acti vely involved in global and local partnerships to help ensure the responsible and appropriate use of existing antibiotics in line with the WHO guidelines."
54,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Roche is committed to high standards of performance and sustainability in all its activities, including in its dealings with business partners.",5,0.0036,1539,"This reduction is a result of small changes at several locations and might be impacted by changes in water prices. Roche is committed to high standards of performance and sustainability in all its activities, including in its dealings with business partners. In 2017 and 2018 a new environmental sustainability strategy is being developed which estimated the internal cost of water."
55,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The company has a formal policy governing the engagement of the statutory auditor for non­audit services.,1,0.0241,818,"For example, the baseline study conducted by Boston University to evaluate the impact of Novartis Access in Kenya novartis social business performance indicators. The company has a formal policy governing the engagement of the statutory auditor for non­audit services. 4 Our patient reach has steadily declined over the past five years, due to the increasing availability of WHO prequalified generic ACTs, eligible for international donor-funded procurement."
56,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our Corporate Principles and the Safety, Security, Health and Environmental Protection (SHE) Policy ensure that we commit to the highest standards of environmental protection.",2,0.0137,547,"Estimated lifetime of the initiative 	Comment 	C4.3c 	(C4.3c) What methods do you use to drive investment in emissions reduction activities? Our Corporate Principles and the Safety, Security, Health and Environmental Protection (SHE) Policy ensure that we commit to the highest standards of environmental protection. Level of aggregation 	Description of product/Group of products 	Are these low-carbon product(s) or do they enable avoided emissions?"
57,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"This commitment is reflected in our Roche Group Code of Conduct, Supplier Code of Conduct, the Roche Employment Policy and the Roche Policy on Safety, Security, Health and Environmental Protection, all being embedded throughout the Roche Group.",3,0.0129,990,"We contributed to and endorsed the joint statements issued at the International Conference on Quality Medicines in Oxford, UK, and the Regional Conference on Combat ting Pharmaceutical Crime in Phnom Penh, Cambodia. This commitment is reflected in our Roche Group Code of Conduct, Supplier Code of Conduct, the Roche Employment Policy and the Roche Policy on Safety, Security, Health and Environmental Protection, all being embedded throughout the Roche Group. Commitment to Patients and Caregivers, which outlines what patients and caregivers can expect from Novartis."
58,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Safety, security, health and environmental protection (SHE) are integral parts of our operations and as such we approach them with the same level of commitment as we do with any business-related activities.",4,0.007,1383,"Since 2014, we have conducted an annual study on the carbon and water footprint of the direct material supply chain per business, per supply category and per country. Safety, security, health and environmental protection (SHE) are integral parts of our operations and as such we approach them with the same level of commitment as we do with any business-related activities. In addition, the water consumption related risks and environmental footprint of the supply chain is being assessed annually with an EEIO (Environmentally Extended Input/Output) tool."
59,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As part of our comprehensive Compliance Management System, we have adopted a policy on safety, security, health and environment of our employees.",5,0.0046,1001,"PREFER is co-led by Novartis and Uppsala University in Sweden, and looks at how and when it is best to include patient preferences in decision making during the medical product life cycle. As part of our comprehensive Compliance Management System, we have adopted a policy on safety, security, health and environment of our employees. Further details about prevention and education activities conducted by Novartis Social Business and the Novartis Foundation can be found on pages 21 and 26 of this report."
60,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Every employee is personally responsible for safety, security, health and environmental protection at the workplace to the full extent required by his/her duties to the best of his/her knowledge, ability and experience.",1,0.002,670,"More People in a Sustainable Way.” Additionally, our CEO delivered a keynote address at the annual BSR Conference in New York in November, during which he presented the company’s approach to building trust with society. Every employee is personally responsible for safety, security, health and environmental protection at the workplace to the full extent required by his/her duties to the best of his/her knowledge, ability and experience. Representing our perspective https://www.novartis.com/sites/www.novartis.com/files/cr-materiality-results-report-2017.pdf https://www.novartis.com/sites/www.novartis.com/files/cr-materiality-results-report-2017.pdf https://www.novartis.com/sites/www.novartis.com/files/cr-materiality-results-report-2017.pdf https://www.novartis.com/sites/www.novartis.com/files/novartis-annual-report-2018-en.pdf https://www.novartis.com/sites/www.novartis.com/files/novartis-annual-report-2018-en.pdfgloBal health & Corporate responsiBility at noVartis Novartis in Society 2018 | 10and providing policymakers with data and insights enables informed decision-making conducive to improving patient outcomes."
61,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The health and wellbeing of employees, both at Roche and in our business partner organisations, are always top priority.",2,0.0016,1394,"Each one of those variables has a different level of change that triggers assessment as a medium or high risk, and the variables are considered in combination. The health and wellbeing of employees, both at Roche and in our business partner organisations, are always top priority. The risk management matrix takes into account both the likelihood of an occurance as well as the impact of an occurance."
62,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Roche’s operations are conducted in compliance with applicable health, security, safety and environmental laws and regulations, company standards and best practices.",3,0.0016,1385,"In addition, the water consumption related risks and environmental footprint of the supply chain is being assessed annually with an EEIO (Environmentally Extended Input/Output) tool. Roche’s operations are conducted in compliance with applicable health, security, safety and environmental laws and regulations, company standards and best practices. Risks and opportunities W4.1 (W4.1) Have you identified any inherent water-related risks with the potential to have a substantive financial or strategic impact on your business?"
63,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As part of our comprehensive Compliance Management System, we have adopted a policy on safety, security, health and environment of our employees.",4,0.0013,1198,"It also drives the adoption of common standards and procedures, best practices and new technologies, with the aim of greater efficiency and effectiveness. As part of our comprehensive Compliance Management System, we have adopted a policy on safety, security, health and environment of our employees. Sandoz offers patients and healthcare professionals' high quality, affordable generics and biosimilars."
64,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Over the years, we have implemented a variety of initiatives to improve our already excellent track record in the areas of accidents and health.",5,0.001,369,"Yes C11.2a (C11.2a) Provide details of the project-based carbon credits originated or purchased by your organization in the reporting period. Over the years, we have implemented a variety of initiatives to improve our already excellent track record in the areas of accidents and health. Yes C11.3a CDP Page of 6951 (C11.3a) Provide details of how your organization uses an internal price on carbon."
65,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As we strive for long-lasting relationship with our suppliers, we engage with them in the dialogue and elaborate mitigation plans for any identified high risks.",1,0.0142,1013,"Finally, we are taking steps to help employees sustain their energy and impact, both at work and in every other aspect of their lives. As we strive for long-lasting relationship with our suppliers, we engage with them in the dialogue and elaborate mitigation plans for any identified high risks. To further increase the representation of women, in particular, in the management population, we are taking steps toward mitigating any biases that may exist in our staffing process."
66,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"A dedicated team of employees around the globe identify potential risks that could possibly cause damage to people, goods, the environment and Roche’s reputation.",2,0.0069,549,"Level of aggregation 	Description of product/Group of products 	Are these low-carbon product(s) or do they enable avoided emissions? A dedicated team of employees around the globe identify potential risks that could possibly cause damage to people, goods, the environment and Roche’s reputation. Emissions data 	C6.1 	(C6.1) What were your organization’s gross global Scope 1 emissions in metric tons CO2e?"
67,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Roche Group has established a risk management process covering the entire company with a system in place to identify and manage all types of risks potentially affecting its business (including economic, environmental and social impacts, risks and opportunities and containing stakeholder input).",3,0.0041,785,"In the first review cycle across all development units, 14 project proposals were endorsed to move forward. The Roche Group has established a risk management process covering the entire company with a system in place to identify and manage all types of risks potentially affecting its business (including economic, environmental and social impacts, risks and opportunities and containing stakeholder input). We are working to ensure that we price our medicines responsibly, based on the value they deliver to patients, health care systems and society."
68,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our Risk Management Policy sets out Roche’s approach to identifying, analysing, managing and reporting internal and external risks and opportunities.",4,0.0033,26,"The CEO can also take action to accelerate implementation as needed to respond to external expectations or business needs. Our Risk Management Policy sets out Roche’s approach to identifying, analysing, managing and reporting internal and external risks and opportunities. Climate change strategy is discussed periodically and any recommendations are subject to Board approval."
69,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Roche,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"As part of our comprehensive Compliance Management System, we have adopted a policy on safety, security, health and environment of our employees.",5,0.0032,1001,"PREFER is co-led by Novartis and Uppsala University in Sweden, and looks at how and when it is best to include patient preferences in decision making during the medical product life cycle. As part of our comprehensive Compliance Management System, we have adopted a policy on safety, security, health and environment of our employees. Further details about prevention and education activities conducted by Novartis Social Business and the Novartis Foundation can be found on pages 21 and 26 of this report."
