,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
45,Does the company monitor performance indicators to assess its progress compared to its climate related commitments?,9,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The performance of those segments is monitored individually using internal reports and common indicators.,5,0.0048,3716,"In accordance with IFRS 8 (Operating Segments), the segment information reported by Sanofi is prepared on the basis of internal management data provided to the Chief Executive Officer, who is the chief operating decision maker. The performance of those segments is monitored individually using internal reports and common indicators. Following completion of the integration process and with effect from December 31, 2017, Sanofi has identified our Consumer Healthcare business as anoperating segment, the financial information for which is reported separately to, and reviewed separately by, the Chief Executive Officer."
46,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The energy consumption data used for this calculation is consolidated at a corporate level and then validated by an external auditor.,1,0.0417,4242,"Sanofi consolidates data related to energy consumption on its industrial and R&D sites in their internal reporting software, and uses this data to compute scope 1 and 2. The energy consumption data used for this calculation is consolidated at a corporate level and then validated by an external auditor. Levers of improvement would be to use primary energy consumptions for all tertiary sites, and to improve the robustness of some emission factors."
47,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Continuous quality monitoring and internal audits are carried out to detect and remedy weaknesses as early as possible and circulate best practices throughout the Company.,2,0.0108,476,"To ensure quality, Sanofi must therefore fullfill applicable statutory and regulatory requirements and: apply consistent standards to ensure quality of all our products and services throughout their life cycle, from discovery to development, manufacturing and distribution, for both established and innovative products; be ready for authorities’ inspections on any site involved in the launch of new products and the life cycle of marketed products. Continuous quality monitoring and internal audits are carried out to detect and remedy weaknesses as early as possible and circulate best practices throughout the Company. The following table describes the risks and the mitigating actions related to our Ethics and Transparency material topics, identified in the materiality analysis (see page 27)."
48,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The SBTi provides a framework for companies to define how much and how quickly we must reduce our GHG emissions.,3,0.0019,439,"In March 2018, Sanofi committed to the Science-Based Targets initiative (SBTi) with a focus on aligning our carbon reduction performance with levels required to limit global warming to below 2°C. The SBTi provides a framework for companies to define how much and how quickly we must reduce our GHG emissions. Sanofi has already established targets on our scope 1 and scope 2 emissions that are aligned with SBTi and will define scope 3 emissions targets and action plans across our operations (e.g."
49,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,In 2017 the progressive renewal of the company’s fleet was carried out with a focus on improving the fuel efficiency of our fleet and bringing it into line with the limit set at 120g CO2/km.,4,0.0017,4220,"The design of a bioclimatic building is based in particular on selecting suitable materials and using air circulation, solar radiation and geothermal techniques, as well as rainwater recovery. In 2017 the progressive renewal of the company’s fleet was carried out with a focus on improving the fuel efficiency of our fleet and bringing it into line with the limit set at 120g CO2/km. So far, around 59.1% of our total vehicle fleet is compliant with this limit, including two wheel vehicles in several Asian countries (India, Indonesia, Vietnam, etc.)."
50,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"At the site, a specific energy policy supports this approach by strongly encouraging the control of energy consumption, energy-efficient purchasing and the replacement of equipment by identical energy-performing equipment.",5,0.0009,4218,"To ensure high-energy performance as part of an eco-responsible approach, the new building is bioclimatic* in design. At the site, a specific energy policy supports this approach by strongly encouraging the control of energy consumption, energy-efficient purchasing and the replacement of equipment by identical energy-performing equipment. The design of a bioclimatic building is based in particular on selecting suitable materials and using air circulation, solar radiation and geothermal techniques, as well as rainwater recovery."
51,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health.",1,0.5194,4306,"Aware of the impact that its medicine distribution activities can have on the climate, Sanofi has been providing solutions for over 10 years. The Company is committed to closely managing and reducing our environmental footprint (e.g., carbon emissions), ensuring that products and waste are appropriately managed by internal teams and third parties, anticipating potential business discontinuity due to less available resources and adapting solutions to respond to the effects of climate change on public health. Solutions to reduce the carbon footprint: • Sanofi has been working on its international transport network significantly by reducing use of air transport and increasing maritime transports which is less polluting."
52,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity.,2,0.0061,4198,"We have committed to an ambitious policy aimed at limiting the direct and indirect impacts of our activities on the environment, throughout the life cycle of our products. We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity. The initiatives already implemented since 2010 are ongoing, and we have been keen to give them fresh impetus through the Planet Mobilization program."
53,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Context Sanofi worked in collaboration with a third party expert to estimate the company’s Scope 3 emissions based on a robust methodology.,3,0.006,4225,"Scope 1&2) associated with other functions of the value chain (including transportation, purchased goods and services, waste generation, etc…). Context Sanofi worked in collaboration with a third party expert to estimate the company’s Scope 3 emissions based on a robust methodology. Sanofi has assessed the specific categories listed in the GHG Protocol by: • Focusing on the most representative and manageable emissions, within a comprehensive framework; • Using robust datasets, emissions factors and methodologies to convert those data into powerful and relevant values."
54,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In this context, there is a growing expectation that companies deliver not only financial performance, but also that they demonstrate their positive contribution to society.",4,0.0057,88,"Today we are facing societal challenges, such as a growing and aging population, wealth disparity, climate change… Digitalization and technological breakthrough are bringing tremendous opportunities. In this context, there is a growing expectation that companies deliver not only financial performance, but also that they demonstrate their positive contribution to society. Sanofi’s contribution starts by serving the needs of patients throughout their individual health journey."
55,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The SBTi provides a framework for companies to define how much and how quickly we must reduce our GHG emissions.,5,0.0036,439,"In March 2018, Sanofi committed to the Science-Based Targets initiative (SBTi) with a focus on aligning our carbon reduction performance with levels required to limit global warming to below 2°C. The SBTi provides a framework for companies to define how much and how quickly we must reduce our GHG emissions. Sanofi has already established targets on our scope 1 and scope 2 emissions that are aligned with SBTi and will define scope 3 emissions targets and action plans across our operations (e.g."
56,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Stricter environmental, safety and health laws and enforcement policies could result in substantial costs and liabilities to our Company and could subject our handling, manufacture, use, reuse or disposal of substances or pollutants, site restoration and compliance to more rigorous scrutiny than is currently the case.",1,0.0408,1908,"Biodiversity management at sites is also a priority, with the aim of making all employees aware of this challenge and implementing risk assessment and management plans at priority sites. Stricter environmental, safety and health laws and enforcement policies could result in substantial costs and liabilities to our Company and could subject our handling, manufacture, use, reuse or disposal of substances or pollutants, site restoration and compliance to more rigorous scrutiny than is currently the case. At the end of 2017, all priority chemical sites had been evaluated and were shown to present no risk to the environment."
57,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"FACTSHEETS Wherever you see this reference, visit our CSR document center to find more content on Sanofi’s commitments, policies and initiatives.",2,0.0242,78,"References to other contents in this report and additional sources are specified in the right-hand side of the pages throughout this report. FACTSHEETS Wherever you see this reference, visit our CSR document center to find more content on Sanofi’s commitments, policies and initiatives. Wherever you see this reference, visit Sanofi.com or our other publications to find additional content."
58,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"It requires the full commitment of the entire Company, from top executives to each individual in our operations around the globe.",3,0.0103,1808,"Additionally, in certain cases, we may enter into a coexistence agreement with a third party that owns potentially conflicting rights in order to avoid any risk of confusion and better protect and defend our trademarks. It requires the full commitment of the entire Company, from top executives to each individual in our operations around the globe. There are three principal stages in our production process: the manufacture of pharmaceutical active ingredients, the transformation of those ingredients into drug products, and packaging those products."
59,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,These policies are implemented on a worldwide scale to ensure the safety of all employees and to protect their health.,4,0.0057,2107,Our consolidated financial statements are affected by the accounting and reporting policies that we use. These policies are implemented on a worldwide scale to ensure the safety of all employees and to protect their health. The accounting and reporting policies that we haveidentified as fundamental to a full understanding of our results of operations and financial condition are the following: 1/ Revenue recognition.
60,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We have committed to an ambitious policy aimed at limiting the direct and indirect impacts of our activities on the environment, throughout the life cycle of our products.",5,0.005,4197,"Consolidated statements of comprehensive income 	Consolidated statements of changes in equity 	Consolidated statements of cash flows . We have committed to an ambitious policy aimed at limiting the direct and indirect impacts of our activities on the environment, throughout the life cycle of our products. We have identified five major environmental challenges relating to our businesses: greenhouse gas emissions and climate disruption; water; pharmaceuticals in the environment; waste; and biodiversity."
61,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Severity rate for Sanofi employees Sanofi has chosen to disclose the total reportable injury frequency rate as a severity indicator, as this takes into account all injuries with a significant severity level (with and without lost time).",1,0.9907,3958,"The floating-rate portion of this debt exposes Sanofi to rises in interest rates, primarily in the Eonia and Euribor benchmark rates (for the euro) and in the US Libor and Federal Fund Effective rates (for the US dollar). Severity rate for Sanofi employees Sanofi has chosen to disclose the total reportable injury frequency rate as a severity indicator, as this takes into account all injuries with a significant severity level (with and without lost time). The table below shows instruments of this type in place as of December 31, 2017:Notional amounts by expiry date as of December 31, 2017."
62,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The increase in the MVA-rate and the MVA-related lost time injury frequency rate in 2016 should be balanced against the fact that accidents were less serious in 2016 and there were zero fatalities.,2,0.0032,766,"The following table sets forth, for the periods and dates indicated, certain information concerning the exchange rates for the euro from 2013 through March 2018 expressed in US dollars per euro. The increase in the MVA-rate and the MVA-related lost time injury frequency rate in 2016 should be balanced against the fact that accidents were less serious in 2016 and there were zero fatalities. We do not represent that euros were, could have been, or could be, converted into US dollars at these rates or at any other rate."
63,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Estimates are performed at least once a year, and rely on financial assumptions (such as discount rates) and demographic assumptions (such as life expectancy, retirement age, employee turnover, and the rate of salary increases).",3,0.0007,4178,"As a consequence the balances related to these assets and liabilities were not included in the table above. Estimates are performed at least once a year, and rely on financial assumptions (such as discount rates) and demographic assumptions (such as life expectancy, retirement age, employee turnover, and the rate of salary increases). The amount of transactions eliminated from the income statement is immaterial for the periods presented."
64,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We prepare this estimate at least on an annual basis taking into account financial assumptions (such as discount rates) and demographic assumptions (such as life expectancy, retirement age, employee turnover, and the rate of salary increases).",4,0.0005,3412,"In preparing the consolidated financial statements, the financial statements of the Venezuelan subsidiaries were translated into euros using the “SICAD” official exchange rate, which was the estimated rate at which the profits generated by the operations of those subsidiaries would be remitted to the parent. We prepare this estimate at least on an annual basis taking into account financial assumptions (such as discount rates) and demographic assumptions (such as life expectancy, retirement age, employee turnover, and the rate of salary increases). Following completion of the integration process and with effect from December 31, 2017, Sanofi has identified the Consumer Healthcare business as an operating segment, the financial information for which is reported separately to, and reviewed separately by, the Chief Executive Officer."
65,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Japanese Ministry of Health, Labor and Welfare (J-MHLW) has introduced a new National Health Insurance (NHI) pricing system.",5,0.0005,2300,"Interest expenses relating to post-employment benefit obligations amounted to €114 million in 2016, the same as in 2015. The Japanese Ministry of Health, Labor and Welfare (J-MHLW) has introduced a new National Health Insurance (NHI) pricing system. We believe the presentation of this measure, used by our management, is also useful for investors as it provides a means to analyze the effective tax cost of our current business activities."
66,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"patients and healthcare professionals) during both clinical development and product life cycle management in order to maximize the completeness of our safety data collection process and the effectiveness of our safety evaluations in compliance with all applicable regulations and policies, including stringent data privacy protection rules.",1,0.0133,536,"Among its many activities, GPV assesses continuously the risk/benefit profile of our products at every stage of their life cycle in order to determine, in close relation with the health authorities, the best conditions of their use, and provides physicians, healthcare professionals and patients with comprehensive, up-to-date, safety information, including potential risks associated with a product. patients and healthcare professionals) during both clinical development and product life cycle management in order to maximize the completeness of our safety data collection process and the effectiveness of our safety evaluations in compliance with all applicable regulations and policies, including stringent data privacy protection rules. Continuously fulfilling and enhancing bioethics Sanofi recognizes the importance of defining, respecting and continuously improving consistent and transparent bioethical standards."
67,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"This process is conducted in various stages in order to test, along with other features, the efficacy, effectiveness and safety of a product.",2,0.0017,861,"The research and development process can take generally up to 15 years from discovery to commercial product launch. This process is conducted in various stages in order to test, along with other features, the efficacy, effectiveness and safety of a product. Accordingly, there is a substantial risk at each stage of development – including clinical studies – that we will not achieve our goals of safety and/or efficacy and that we will have to abandon a product in which we have invested substantial amounts of money and human resources, even in late stage development (Phase III)."
68,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In particular, the FDA and the EMA have increased their requirements, particularly in terms of the volume of data needed to demonstrate a product’s efficacy and safety.",3,0.001,820,"Health authorities are increasingly focusing on product safety and on the risk/benefit profile of pharmaceutical products. In particular, the FDA and the EMA have increased their requirements, particularly in terms of the volume of data needed to demonstrate a product’s efficacy and safety. Even after regulatory approval, marketed products are subject to continual review, risk evaluations or comparative effectiveness studies including post-marketing studies to which at times we have committed as a condition of approval."
69,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,These policies are implemented on a worldwide scale to ensure the safety of all employees and to protect their health.,4,0.0008,1892,"Additionally, Sanofi invests in training that is designed to instill in all employees a sense of concern for safety, regardless of their duties. These policies are implemented on a worldwide scale to ensure the safety of all employees and to protect their health. Each project, whether in research, development or manufacturing, is subject to evaluation procedures, incorporating the chemical substance and process data communicated by the COVALIS and TRIBIO Committees described above."
70,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Sanofi,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"If no safety concerns are identified during this three-year safety evaluation period, the classification of these Rxto-OTC switches will be downgraded to Category 1 OTC drugs, i.e.",5,0.0008,1577,"Based on these interim reports and other reports on adverse events, the J-MHLW performs the first evaluation on whether there are any safety concerns three years after the launch. If no safety concerns are identified during this three-year safety evaluation period, the classification of these Rxto-OTC switches will be downgraded to Category 1 OTC drugs, i.e. The J-MHLW performs the second safety evaluation one year after the transfer to Category 1 OTC drugs."
