,Question,Q_id,Company,Model,Answer,Rank,Score,Doc_index,Context_Answer
46,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The Company is cooperating with these government inquiries and will be producing documents in response.,2,0.0014,2386,"In June 2016, we announced a collaboration and licensing agreement with Xencor for the development of bispecific antibodies for treating cancer. The Company is cooperating with these government inquiries and will be producing documents in response. The original terms also included co-development of Xencor’s bispecific T-cell-engaging antibody targeting CD3xCD20 for the treatment of B-cell malignancies, which we have since agreed to revert to Xencor."
47,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"However, the Company currently does not believe that these and other related effects will have a material impact on the Company’s consolidated financial position or operating results.",3,0.0012,1932,"Switzerland is in the process of considering the implementation of corporate tax reform, which could become effective as early as the first quarter of 2019. However, the Company currently does not believe that these and other related effects will have a material impact on the Company’s consolidated financial position or operating results. There is also a risk that the EU may not be satisfied with the outcome of Switzerland’s tax reform efforts, and take steps to seek further changes."
48,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The use of this non-GAAP financial measure as a performance measure is limited in that it provides a view of the Company’s results of operations without including all events during a period and may not provide a comparable view of the Company’s performance to that of other companies in the health care industry.,4,0.0011,2764,"In 2012, Novartis announced the construction of a new state-of-the-art production facility to produce solid dosage form medicines for the Innovative Medicines Division in Stein, Switzerland. The use of this non-GAAP financial measure as a performance measure is limited in that it provides a view of the Company’s results of operations without including all events during a period and may not provide a comparable view of the Company’s performance to that of other companies in the health care industry. In 2012, we announced the planned construction of a new state-of-the-art biotechnology production site in Singapore, with a planned investment of over USD 0.8 bil-lion."
49,Does the company monitor performance indicators to assess its progress with regard to energy consumption  per tons produced?,10,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The Company believes that the understanding of certain key accounting policies and estimates are essential in achieving more insight into the Company’s operating results and financial condition.,5,0.0009,908,"Further, in 2018, the WHO issued a rapid communication with revised guidance on tuberculosis, specifically on the longer regimen to treat multidrug- and rifampicin-resistant tuberculosis, prioritizing oral agents over injectables. The Company believes that the understanding of certain key accounting policies and estimates are essential in achieving more insight into the Company’s operating results and financial condition. Novartis is continuing its partnership with the WHO to provide clofazimine, as part of a multidrug therapy, free of charge for leprosy patients in various lower-income countries."
50,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Management uses these measures internally for planning, forecasting and evaluating the performances of the Company’s businesses, including allocating resources and evaluating results relative to employee performance compensation targets.",1,0.0772,2627,"In 2018, the divestment of the Boucherville, Canada, development (and associated manufacturing) facility to Avara Pharmaceutical Services was announced and subsequently completed, including a long-term agreement to secure supply of key products to the Canadian market. Management uses these measures internally for planning, forecasting and evaluating the performances of the Company’s businesses, including allocating resources and evaluating results relative to employee performance compensation targets. The Hatch-Waxman Act in the US (and similar legislation in the EU and in other countries) eliminated the requirement that manufacturers of generic pharmaceuticals repeat the extensive clinical trials required for reference products, so long as the generic version could be shown in bioequivalence studies to be of identical quality and purity, and to be therapeutically equivalent to the reference product."
51,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"This non-GAAP financial measure is presented to permit investors to more fully understand how management assesses the performance of the Company, including for internal evaluation of the performance of the Company’s businesses and planning and forecasting for future periods.",2,0.0483,2635,"For generic applicants who are the first to file their ANDA containing a certification claiming non-infringement or patent invalidity, the Hatch-Waxman Act provides those applicants with Item 4. This non-GAAP financial measure is presented to permit investors to more fully understand how management assesses the performance of the Company, including for internal evaluation of the performance of the Company’s businesses and planning and forecasting for future periods. However, generic applicants must launch their products within certain timeframes or risk losing the marketing exclusivity that they had gained by being a first-to-file applicant."
52,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"For example, through our Sustainable Procurement Program, we encourage our suppliers to set, and to report on, the progress of public environmental goals, including targets related to energy use and carbon emissions reduction.",3,0.011,2264,"Kisqali was developed by Novartis as part of a drug discovery collaboration with Astex Pharmaceuticals. For example, through our Sustainable Procurement Program, we encourage our suppliers to set, and to report on, the progress of public environmental goals, including targets related to energy use and carbon emissions reduction. Novartis is starting pivotal clinical studies of Kymriah in relapsed or refractory (r/r) follicular lymphoma, adult r/r acute lymphoblastic leukemia (ALL), first-line high-risk pediatric ALL, diffuse large B-cell lymphoma after first relapse, and r/r chronic lymphoblastic leukemia."
53,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,Emissions were calculated using company spend in the reporting year paired with appropriate economic input/output (IO) emission factors from Carnegie Melon’s 2002 dataset.,4,0.0051,1198,"It also drives the adoption of common standards and procedures, best practices and new technologies, with the aim of greater efficiency and effectiveness. Emissions were calculated using company spend in the reporting year paired with appropriate economic input/output (IO) emission factors from Carnegie Melon’s 2002 dataset. Sandoz offers patients and healthcare professionals' high quality, affordable generics and biosimilars."
54,Does the company monitor performance indicators to assess its progress with regard to greenhouse gas emissions?,11,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The limitations of using these non-GAAP financial measures as performance measures are that they provide a view of the Company’s results of operations without including all events during a period, such as intangible asset amortization expense, the effects of an acquisition, restructuring, litigation, and changes in applicable laws and regulations (including significant accounting or tax matters) and do not provide a comparable view of the Company’s performance to other companies in the health care industry.",5,0.0026,2629,"The Hatch-Waxman Act in the US (and similar legislation in the EU and in other countries) eliminated the requirement that manufacturers of generic pharmaceuticals repeat the extensive clinical trials required for reference products, so long as the generic version could be shown in bioequivalence studies to be of identical quality and purity, and to be therapeutically equivalent to the reference product. The limitations of using these non-GAAP financial measures as performance measures are that they provide a view of the Company’s results of operations without including all events during a period, such as intangible asset amortization expense, the effects of an acquisition, restructuring, litigation, and changes in applicable laws and regulations (including significant accounting or tax matters) and do not provide a comparable view of the Company’s performance to other companies in the health care industry. However, delays can occur if issues arise regarding the interpretation of bioequivalence study data, labeling requirements for the generic product, or qualifying the supply of active ingredients."
55,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Our Company has comprehensive policies, procedures and required training that help employees comply with laws and regulations.",1,0.1682,2696,"If we or our third-party suppliers fail to comply fully with regulations, then there could be a product recall or other shutdown or disruption of our production activities. Our Company has comprehensive policies, procedures and required training that help employees comply with laws and regulations. We have implemented a global manufacturing strategy to maximize business continuity in case of such events."
56,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In addition, the Company’s Law Department provides direct guidance and training on the Company’s policies.",2,0.0319,908,"Further, in 2018, the WHO issued a rapid communication with revised guidance on tuberculosis, specifically on the longer regimen to treat multidrug- and rifampicin-resistant tuberculosis, prioritizing oral agents over injectables. In addition, the Company’s Law Department provides direct guidance and training on the Company’s policies. Novartis is continuing its partnership with the WHO to provide clofazimine, as part of a multidrug therapy, free of charge for leprosy patients in various lower-income countries."
57,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We have processes, guidance and procedures in place to help you follow this Code, Company policy and the law.",3,0.0192,2681,"These lenses offer clear, seamless vision at all distances and combine the innovative Air Optix multifocal design with lasting lens surface moisture provided by the HydraGlyde moisture matrix. We have processes, guidance and procedures in place to help you follow this Code, Company policy and the law. In addition, Alcon provides advanced viscoelastics, surgical solutions, surgical packs, diagnostic ophthalmics, and other disposable products for cataract and vitreoretinal surgery."
58,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Whenever we become aware of a violation of the Code, Company policy or the law, we will act to address the problem and prevent future occurrences.",4,0.0074,2670,"For glaucoma surgery, Alcon offers the EX-PRESS glaucoma filtration device, and formerly distributed the CyPass Micro-Stent. Whenever we become aware of a violation of the Code, Company policy or the law, we will act to address the problem and prevent future occurrences. In addition, Alcon provides advanced viscoelastics, surgical solutions, diagnostic ophthalmic products, surgical packs, and other disposable products for cataract and vitreoretinal surgery."
59,"Does the company have a formalized commitment policy (policy or program) that addresses the safety of its plants or facilities (implementation of safety procedures and standards, installation of secondary containment, maintenance etc..)",12,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"In response to these concerns, the Company has a long-standing policy of pricing products responsibly.",5,0.0065,1924,"However, mechanisms developed to resolve such conflicting claims are largely untried, and can be expected to be very lengthy. In response to these concerns, the Company has a long-standing policy of pricing products responsibly. As part of this, the Organization for Economic Co-operation and Development (OECD) has proposed a number of tax law changes under its Base Erosion and Profit Shifting (BEPS) Action Plans to address issues of transparency, coherence and substance."
60,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The use of this non-GAAP financial measure as a performance measure is limited in that it provides a view of the Company’s results of operations without including all events during a period and may not provide a comparable view of the Company’s performance to that of other companies in the health care industry.,1,0.0382,2636,"Information on the Company 68 180 days of marketing exclusivity to recoup the expense of challenging the patents on the reference product. The use of this non-GAAP financial measure as a performance measure is limited in that it provides a view of the Company’s results of operations without including all events during a period and may not provide a comparable view of the Company’s performance to that of other companies in the health care industry. In the EU, decisions on the granting of a marketing authorization are made either by the European Commission based on a positive recommendation by the EMA under the centralized procedure, or by a single member state under the national or decentralized procedure."
61,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Company is aware that its products are used in an environment where, for more than a decade, policymakers, consumers and businesses have expressed concerns about the rising cost of health care.",2,0.0032,1923,"The majority of the jurisdictions in which we operate have double tax treaties with other foreign jurisdictions, which provide a framework for mitigating the impact of double taxation on our revenues and capital gains. The Company is aware that its products are used in an environment where, for more than a decade, policymakers, consumers and businesses have expressed concerns about the rising cost of health care. In recent years, tax authorities around the world have increased their scrutiny of company tax filings, and have become more rigid in exercising any discretion they may have."
62,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"However, the Company currently does not believe that these and other related effects will have a material impact on the Company’s consolidated financial position or operating results.",3,0.0014,1932,"Switzerland is in the process of considering the implementation of corporate tax reform, which could become effective as early as the first quarter of 2019. However, the Company currently does not believe that these and other related effects will have a material impact on the Company’s consolidated financial position or operating results. There is also a risk that the EU may not be satisfied with the outcome of Switzerland’s tax reform efforts, and take steps to seek further changes."
63,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,See Note 10 to the Consolidated Financial Statements for further details on these rates and the effect a rate change to the health care cost trend would have on the Company’s results of operations.,4,0.0014,1915,"For these defined benefits plans, we are required to make significant assumptions and estimates about future events in calculating the present value of expected future plan expenses and liabilities. See Note 10 to the Consolidated Financial Statements for further details on these rates and the effect a rate change to the health care cost trend would have on the Company’s results of operations. Either such event could have a material effect on our results of operations and financial condition."
64,Does the company monitor performance indicators with regard to health safety for aspects for workers relying on frequency or severity rates?,13,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"The Company considers credit non-performance risk to be low, because the Company primarily enters into agreements with commercial institutions that have at least an investment grade credit rating.",5,0.0013,2114,"For instance, in the last two years, we have seen a positive trend in generally effective internal compliance audits. The Company considers credit non-performance risk to be low, because the Company primarily enters into agreements with commercial institutions that have at least an investment grade credit rating. However, the proportion of substantiated allegations related to ethics and compliance matters remains stable."
65,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,A: Safety procedures are in place to keep you safe and to protect the integrity of our products and the health of those who use them.,1,0.0158,2759,"• In April 2018, we announced the planned closure of our Kaminoyama, Japan, site and the transfer of all packaging activities to Sasayama, Japan, by 2020. A: Safety procedures are in place to keep you safe and to protect the integrity of our products and the health of those who use them. • In September 2018, we announced the acquisition of our Mahad, India, site by Olon S.p.A., which we expect to be completed in 2019."
66,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"We firmly believe that identifying and understanding environmental, safety and employee issues, including potential human rights concerns, are critical components of our acquisition and other business development activities.",2,0.0044,1006,"The results showed that employees overwhelmingly enjoy coming to work and are proud of the company, but they also revealed concerns about competitive behaviors and the desire for a more collaborative style of working. We firmly believe that identifying and understanding environmental, safety and employee issues, including potential human rights concerns, are critical components of our acquisition and other business development activities. These expectations are reflected in a new 360-degree assessment that forms the foundation for leadership development in the company, and are now embedded in our immersive development programs."
67,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Many of our brands and products have been trusted by consumers for products have been trusted by consumers for products have been trusted by consumers for decades, and when the safety of our productsdecades, and when the safety of our productsdecades, and when the safety of our products is challenged, we will continue to defend them.is challenged, we will continue to defend them.is challenged, we will continue to defend them.",3,0.0022,1468,"At our technical operation site in Cork, Ireland, purified water, which was primarily used to rinse products, is recycled for sanitary purposes, like the flushing of toilets. Many of our brands and products have been trusted by consumers for products have been trusted by consumers for products have been trusted by consumers for decades, and when the safety of our productsdecades, and when the safety of our productsdecades, and when the safety of our products is challenged, we will continue to defend them.is challenged, we will continue to defend them.is challenged, we will continue to defend them. Estimated timeframe for realization Current - up to 1 year Magnitude of potential financial impact Low Potential financial impact 15000."
68,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,"Day-to-day safety decisions are made by multi-disciplinary Safety management teams, and more complex decisions are managed by segment Medical Safety Councils, which are chaired by the Chief Medical Officer responsible for each sector.",4,0.0016,821,"In addition, to harmonize the patient reach calculation methodology across Novartis, the malaria patient reach calculation was revised. Day-to-day safety decisions are made by multi-disciplinary Safety management teams, and more complex decisions are managed by segment Medical Safety Councils, which are chaired by the Chief Medical Officer responsible for each sector. This seems to be partly because the poorest people are located on “medicine islands,” where a lack of local competition leads to higher prices, and traveling to outlets where prices are lower is difficult."
69,Is there a crisis management scheme to cope with an identified issue on product safety?,14,Johnson,Tf_Idf_Cluster_Bert_Finetuned_MsMarco,The FDA is currently exploring further research to enable increasingly proactive safety surveillance.,5,0.0011,837,"In the field of clinical trials, we are working to expand the capacity of sites for global trials of our novel antimalarial agents, in partnership with Medicines for Malaria Venture and the Wellcome Trust. The FDA is currently exploring further research to enable increasingly proactive safety surveillance. inspiring the neXt generation of sCientists Most medical research is currently conducted in developed countries, yet most of the world’s population lives in the developing world."
